Tri,Année,Périmètre juridique,Legal perimeter,Périmètre spatial,country,Filière,Sector,Type d'énergie,Type of energy,Production,Unité ,Méthode de consolidation,Consolidation method,city,lat,lng,population
180.0,20210.0,Groupe EDF,EDF group,Maroc,Morocco,Autres ENR,Other Renewable Energies,Chaleur,Heat,5.80065185224181,GWh,Nette,Net,Casablanca,33.6,-7.6164,3181000.0
298.0,20200.0,Groupe EDF,EDF group,Maroc,Morocco,Autres ENR,Other Renewable Energies,Chaleur,Heat,6.714305,GWh,Nette,Net,Casablanca,33.6,-7.6164,3181000.0
358.0,20190.0,Groupe EDF,EDF group,Maroc,Morocco,Éolienne,Wind,Électrique,Electric,73.533,GWh,Nette,Net,Casablanca,33.6,-7.6164,3181000.0
78.0,20220.0,Groupe EDF,EDF group,Émirats arabes unis,United Arab Emirates,Solaire,Solar,Électrique,Electric,406.3106144,GWh,Nette,Net,Dubai,25.23,55.28,1379000.0
181.0,20210.0,Groupe EDF,EDF group,Émirats arabes unis,United Arab Emirates,Solaire,Solar,Électrique,Electric,392.0816053216,GWh,Nette,Net,Dubai,25.23,55.28,1379000.0
273.0,20200.0,Groupe EDF,EDF group,Émirats arabes unis,United Arab Emirates,Solaire,Solar,Électrique,Electric,350.909,GWh,Nette,Net,Dubai,25.23,55.28,1379000.0
373.0,20190.0,Groupe EDF,EDF group,Émirats arabes unis,United Arab Emirates,Solaire,Solar,Électrique,Electric,134.1,GWh,Nette,Net,Dubai,25.23,55.28,1379000.0
79.0,20220.0,Groupe EDF,EDF group,Égypte,Egypt,Solaire,Solar,Électrique,Electric,159.977130106,GWh,Nette,Net,Cairo,30.05,31.25,11893000.0
182.0,20210.0,Groupe EDF,EDF group,Égypte,Egypt,Solaire,Solar,Électrique,Electric,152.6506371352,GWh,Nette,Net,Cairo,30.05,31.25,11893000.0
274.0,20200.0,Groupe EDF,EDF group,Égypte,Egypt,Solaire,Solar,Électrique,Electric,148.867,GWh,Nette,Net,Cairo,30.05,31.25,11893000.0
80.0,20220.0,Groupe EDF,EDF group,Autres pays,Various countries,Éolienne,Wind,Électrique,Electric,529.265046,GWh,Nette,Net,,,,
374.0,20190.0,Groupe EDF,EDF group,Autres pays,Various countries,Solaire,Solar,Électrique,Electric,47.3,GWh,Nette,Net,,,,
81.0,20220.0,Groupe EDF,EDF group,Monde,World,Nucléaire,Nuclear,Électrique,Electric,327956.285,GWh,Intégration Globale,Full integration,,,,
82.0,20220.0,Groupe EDF,EDF group,Monde,World,Charbon,Coal,Électrique,Electric,1700.71,GWh,Intégration Globale,Full integration,,,,
83.0,20220.0,Groupe EDF,EDF group,Monde,World,Fioul,Fioul,Électrique,Electric,5259.19018204645,GWh,Intégration Globale,Full integration,,,,
84.0,20220.0,Groupe EDF,EDF group,Monde,World,Gaz,Gas,Électrique,Electric,36460.0095436532,GWh,Intégration Globale,Full integration,,,,
85.0,20220.0,Groupe EDF,EDF group,Monde,World,Hydraulique,Hydraulic,Électrique,Electric,35005.7087338866,GWh,Intégration Globale,Full integration,,,,
86.0,20220.0,Groupe EDF,EDF group,Monde,World,Éolienne,Wind,Électrique,Electric,21223.5772677655,GWh,Intégration Globale,Full integration,,,,
87.0,20220.0,Groupe EDF,EDF group,Monde,World,Solaire,Solar,Électrique,Electric,2517.74490375988,GWh,Intégration Globale,Full integration,,,,
88.0,20220.0,Groupe EDF,EDF group,Monde,World,Géothermie,Geothermal,Électrique,Electric,3.935,GWh,Intégration Globale,Full integration,,,,
89.0,20220.0,Groupe EDF,EDF group,Monde,World,Biomasse,Biomass,Électrique,Electric,923.887351,GWh,Intégration Globale,Full integration,,,,
90.0,20220.0,Groupe EDF,EDF group,Monde,World,Énergie marine,Marine energy,Électrique,Electric,548.784,GWh,Intégration Globale,Full integration,,,,
91.0,20220.0,Groupe EDF,EDF group,Monde,World,Divers,Various,Électrique,Electric,121.33541,GWh,Intégration Globale,Full integration,,,,
92.0,20220.0,Groupe EDF,EDF group,Monde,World,Charbon,Coal,Chaleur,Heat,793.1748,GWh,Intégration Globale,Full integration,,,,
93.0,20220.0,Groupe EDF,EDF group,Monde,World,Fioul,Fioul,Chaleur,Heat,231.349868166667,GWh,Intégration Globale,Full integration,,,,
94.0,20220.0,Groupe EDF,EDF group,Monde,World,Gaz,Gas,Chaleur,Heat,16027.5129972752,GWh,Intégration Globale,Full integration,,,,
95.0,20220.0,Groupe EDF,EDF group,Monde,World,Divers,Various,Chaleur,Heat,120.79042264,GWh,Intégration Globale,Full integration,,,,
96.0,20220.0,Groupe EDF,EDF group,Monde,World,Autres ENR,Other Renewable Energies,Chaleur,Heat,8801.97875962828,GWh,Intégration Globale,Full integration,,,,
183.0,20210.0,Groupe EDF,EDF group,Monde,World,Nucléaire,Nuclear,Électrique,Electric,409754.842,GWh,Intégration Globale,Full integration,,,,
184.0,20210.0,Groupe EDF,EDF group,Monde,World,Charbon,Coal,Électrique,Electric,3530.525974,GWh,Intégration Globale,Full integration,,,,
185.0,20210.0,Groupe EDF,EDF group,Monde,World,Fioul,Fioul,Électrique,Electric,5093.9829,GWh,Intégration Globale,Full integration,,,,
186.0,20210.0,Groupe EDF,EDF group,Monde,World,Gaz,Gas,Électrique,Electric,37994.7712306171,GWh,Intégration Globale,Full integration,,,,
187.0,20210.0,Groupe EDF,EDF group,Monde,World,Hydraulique,Hydraulic,Électrique,Electric,45593.9793362463,GWh,Intégration Globale,Full integration,,,,
188.0,20210.0,Groupe EDF,EDF group,Monde,World,Éolienne,Wind,Électrique,Electric,18302.7495813679,GWh,Intégration Globale,Full integration,,,,
189.0,20210.0,Groupe EDF,EDF group,Monde,World,Solaire,Solar,Électrique,Electric,1775.89332839208,GWh,Intégration Globale,Full integration,,,,
190.0,20210.0,Groupe EDF,EDF group,Monde,World,Géothermie,Geothermal,Électrique,Electric,4.226,GWh,Intégration Globale,Full integration,,,,
191.0,20210.0,Groupe EDF,EDF group,Monde,World,Biomasse,Biomass,Électrique,Electric,834.817,GWh,Intégration Globale,Full integration,,,,
192.0,20210.0,Groupe EDF,EDF group,Monde,World,Énergie marine,Marine energy,Électrique,Electric,543.049,GWh,Intégration Globale,Full integration,,,,
193.0,20210.0,Groupe EDF,EDF group,Monde,World,Divers,Various,Électrique,Electric,231.6978,GWh,Intégration Globale,Full integration,,,,
194.0,20210.0,Groupe EDF,EDF group,Monde,World,Charbon,Coal,Chaleur,Heat,893.6186781088,GWh,Intégration Globale,Full integration,,,,
195.0,20210.0,Groupe EDF,EDF group,Monde,World,Fioul,Fioul,Chaleur,Heat,221.4874395596,GWh,Intégration Globale,Full integration,,,,
196.0,20210.0,Groupe EDF,EDF group,Monde,World,Gaz,Gas,Chaleur,Heat,17928.4518488444,GWh,Intégration Globale,Full integration,,,,
197.0,20210.0,Groupe EDF,EDF group,Monde,World,Divers,Various,Chaleur,Heat,529.61115962144,GWh,Intégration Globale,Full integration,,,,
198.0,20210.0,Groupe EDF,EDF group,Monde,World,Autres ENR,Other Renewable Energies,Chaleur,Heat,7937.37494796156,GWh,Intégration Globale,Full integration,,,,
199.0,20200.0,Groupe EDF,EDF group,Monde,World,Nucléaire,Nuclear,Électrique,Electric,384099.389,GWh,Intégration Globale,Full integration,,,,
200.0,20200.0,Groupe EDF,EDF group,Monde,World,Charbon,Coal,Électrique,Electric,2215.637818,GWh,Intégration Globale,Full integration,,,,
201.0,20200.0,Groupe EDF,EDF group,Monde,World,Fioul,Fioul,Électrique,Electric,4574.865,GWh,Intégration Globale,Full integration,,,,
202.0,20200.0,Groupe EDF,EDF group,Monde,World,Gaz,Gas,Électrique,Electric,41966.1881503,GWh,Intégration Globale,Full integration,,,,
203.0,20200.0,Groupe EDF,EDF group,Monde,World,Hydraulique,Hydraulic,Électrique,Electric,48820.1649888,GWh,Intégration Globale,Full integration,,,,
204.0,20200.0,Groupe EDF,EDF group,Monde,World,Éolienne,Wind,Électrique,Electric,17172.7531941,GWh,Intégration Globale,Full integration,,,,
205.0,20200.0,Groupe EDF,EDF group,Monde,World,Solaire,Solar,Électrique,Electric,1170.91221035,GWh,Intégration Globale,Full integration,,,,
206.0,20200.0,Groupe EDF,EDF group,Monde,World,Géothermie,Geothermal,Électrique,Electric,2.75,GWh,Intégration Globale,Full integration,,,,
207.0,20200.0,Groupe EDF,EDF group,Monde,World,Biomasse,Biomass,Électrique,Electric,958.925964148,GWh,Intégration Globale,Full integration,,,,
208.0,20200.0,Groupe EDF,EDF group,Monde,World,Énergie marine,Marine energy,Électrique,Electric,539.947,GWh,Intégration Globale,Full integration,,,,
209.0,20200.0,Groupe EDF,EDF group,Monde,World,Divers,Various,Électrique,Electric,376.068884148,GWh,Intégration Globale,Full integration,,,,
210.0,20200.0,Groupe EDF,EDF group,Monde,World,Charbon,Coal,Chaleur,Heat,888.784964,GWh,Intégration Globale,Full integration,,,,
211.0,20200.0,Groupe EDF,EDF group,Monde,World,Fioul,Fioul,Chaleur,Heat,206.4564374,GWh,Intégration Globale,Full integration,,,,
212.0,20200.0,Groupe EDF,EDF group,Monde,World,Gaz,Gas,Chaleur,Heat,15575.772128,GWh,Intégration Globale,Full integration,,,,
213.0,20200.0,Groupe EDF,EDF group,Monde,World,Divers,Various,Chaleur,Heat,811.88562634,GWh,Intégration Globale,Full integration,,,,
214.0,20200.0,Groupe EDF,EDF group,Monde,World,Autres ENR,Other Renewable Energies,Chaleur,Heat,8579.41488309,GWh,Intégration Globale,Full integration,,,,
299.0,20190.0,Groupe EDF,EDF group,Monde,World,Nucléaire,Nuclear,Électrique,Electric,437559.881,GWh,Intégration Globale,Full integration,,,,
300.0,20190.0,Groupe EDF,EDF group,Monde,World,Charbon,Coal,Électrique,Electric,3419.601355,GWh,Intégration Globale,Full integration,,,,
301.0,20190.0,Groupe EDF,EDF group,Monde,World,Fioul,Fioul,Électrique,Electric,4700.341,GWh,Intégration Globale,Full integration,,,,
302.0,20190.0,Groupe EDF,EDF group,Monde,World,Gaz,Gas,Électrique,Electric,49017.5960402,GWh,Intégration Globale,Full integration,,,,
303.0,20190.0,Groupe EDF,EDF group,Monde,World,Hydraulique,Hydraulic,Électrique,Electric,43707.4373898,GWh,Intégration Globale,Full integration,,,,
304.0,20190.0,Groupe EDF,EDF group,Monde,World,Éolienne,Wind,Électrique,Electric,16010.1931933,GWh,Intégration Globale,Full integration,,,,
305.0,20190.0,Groupe EDF,EDF group,Monde,World,Solaire,Solar,Électrique,Electric,973.304466156,GWh,Intégration Globale,Full integration,,,,
306.0,20190.0,Groupe EDF,EDF group,Monde,World,Géothermie,Geothermal,Électrique,Electric,4.19,GWh,Intégration Globale,Full integration,,,,
307.0,20190.0,Groupe EDF,EDF group,Monde,World,Biomasse,Biomass,Électrique,Electric,1293.27982409,GWh,Intégration Globale,Full integration,,,,
308.0,20190.0,Groupe EDF,EDF group,Monde,World,Énergie marine,Marine energy,Électrique,Electric,531.652,GWh,Intégration Globale,Full integration,,,,
309.0,20190.0,Groupe EDF,EDF group,Monde,World,Divers,Various,Électrique,Electric,396.0715,GWh,Intégration Globale,Full integration,,,,
310.0,20190.0,Groupe EDF,EDF group,Monde,World,Charbon,Coal,Chaleur,Heat,990.2814336,GWh,Intégration Globale,Full integration,,,,
311.0,20190.0,Groupe EDF,EDF group,Monde,World,Fioul,Fioul,Chaleur,Heat,266.9434758,GWh,Intégration Globale,Full integration,,,,
312.0,20190.0,Groupe EDF,EDF group,Monde,World,Gaz,Gas,Chaleur,Heat,17392.2508795,GWh,Intégration Globale,Full integration,,,,
313.0,20190.0,Groupe EDF,EDF group,Monde,World,Divers,Various,Chaleur,Heat,3258.20326506,GWh,Intégration Globale,Full integration,,,,
314.0,20190.0,Groupe EDF,EDF group,Monde,World,Autres ENR,Other Renewable Energies,Chaleur,Heat,8517.57675774,GWh,Intégration Globale,Full integration,,,,
159.0,20210.0,Groupe EDF,EDF group,Portugal,Portugal,Éolienne,Wind,Électrique,Electric,359.538648566,GWh,Nette,Net,Lisbon,38.7227,-9.1449,2812000.0
254.0,20200.0,Groupe EDF,EDF group,Portugal,Portugal,Éolienne,Wind,Électrique,Electric,485.241,GWh,Nette,Net,Lisbon,38.7227,-9.1449,2812000.0
353.0,20190.0,Groupe EDF,EDF group,Portugal,Portugal,Éolienne,Wind,Électrique,Electric,513.2,GWh,Nette,Net,Lisbon,38.7227,-9.1449,2812000.0
161.0,20210.0,Groupe EDF,EDF group,Turquie,Turkey,Éolienne,Wind,Électrique,Electric,372.081,GWh,Nette,Net,Istanbul,41.105,29.01,10061000.0
162.0,20210.0,Groupe EDF,EDF group,Turquie,Turkey,Solaire,Solar,Électrique,Electric,14.638,GWh,Nette,Net,Istanbul,41.105,29.01,10061000.0
255.0,20200.0,Groupe EDF,EDF group,Turquie,Turkey,Éolienne,Wind,Électrique,Electric,770.444,GWh,Nette,Net,Istanbul,41.105,29.01,10061000.0
270.0,20200.0,Groupe EDF,EDF group,Turquie,Turkey,Solaire,Solar,Électrique,Electric,28.498,GWh,Nette,Net,Istanbul,41.105,29.01,10061000.0
354.0,20190.0,Groupe EDF,EDF group,Turquie,Turkey,Éolienne,Wind,Électrique,Electric,749.158,GWh,Nette,Net,Istanbul,41.105,29.01,10061000.0
370.0,20190.0,Groupe EDF,EDF group,Turquie,Turkey,Solaire,Solar,Électrique,Electric,5.6,GWh,Nette,Net,Istanbul,41.105,29.01,10061000.0

